;contractingProcedureType;publicationDate;ccp;objectBriefDescription;initialContractualPrice;signingDate;id;contractFundamentationType;closeDate;causesDeadlineChange;causesPriceChange;frameworkAgreementProcedureId;frameworkAgreementProcedureDescription;increments;documents;invitees;observations;totalEffectivePrice;endOfContractType;contractingProcedureUrl;ambientCriteria;directAwardFundamentationType;announcementId;contestants;cpvsType;cpvsDesignation;cpvsValue;cocontratantes;aquisitionStateMemberUE;infoAquisitionStateMemberUE;groupMembers;normal;specialMeasures;regime;executionDeadline;contractTypeCS;executionPlace;centralizedProcedure;cpvs;income;nonWrittenContractJustificationTypes;contractStatus;materialCriteria;contractTypes;description;contractingNif;contractingDescription;contractingId;contractedNif;contractedDescription;contractedId;links_documentos
10;Concurso público;05-03-2026;False;Aquisição de Serviços no Âmbito da Consciência Fonológica como Contributo para o Desenvolvimento Global da Criança;68.380,00 €;03-03-2026;13857796;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': 'Base_23. Contrato - Consciência Fonológica.pdf', 'id': 2466692}];[];;;;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTAwNjYwOQ;False;Não aplicável;432058;[{'nif': '515608807', 'description': 'Luxius Psicologia - Saúde e Desenvolvimento,Lda', 'id': 3606921}, {'nif': '502216336', 'description': 'Índice ICT & Management Lda', 'id': 5948}];Principal;Serviços relacionados com instalações públicas;68380.0 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;1095 dias;False;Portugal<BR/>Portugal;False;98350000-1;False;;;False;Aquisição de serviços;Aquisição de Serviços no Âmbito da Consciência Fonológica como Contributo para o Desenvolvimento Global da Criança;506676170;Município de Seia;49038;515608807;Luxius Psicologia - Saúde e Desenvolvimento, Lda.;3606921;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466692&ext=.pdf
11;Ajuste Direto Regime Geral;05-03-2026;False;Prestação de Serviços para Participação do IPP na FUTURÁLIA 2026;6.020,07 €;05-03-2026;13857795;Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': 'Contrato_EXP_SPIF_2026_signed_signed.pdf', 'id': 2466691}];[];;;;;False;Não aplicável;-1;[];Principal;Serviços de publicidade;6020.07 € ;False;False;;;True;;Código dos Contratos Públicos ( DL 111-B/2017 );15 dias;False;Portugal, Portalegre, Portalegre;False;79341000-6;False;;;True;Aquisição de serviços;Prestação de Serviços para Participação do IPP na FUTURÁLIA 2026;600028348;Instituto Politécnico de Portalegre;42391;503657891;LISBOA FEIRAS CONGRESSOS E EVENTOS;247695;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466691&ext=.pdf
12;Concurso público;05-03-2026;False;Aquisição de reagentes, consumíveis e equipamentos de laboratório para a Escola Superior de Saúde do Instituto Politécnico do Porto (P.PORTO).;456,70 €;23-02-2026;13857794;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[];[];;;;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/OTkyMzAy;False;Não aplicável;428124;[{'nif': '503636975', 'description': 'ENZIFARMA, S.A.', 'id': 3409}, {'nif': '514159219', 'description': 'BPMR - Production and Development', 'id': 1850278}, {'nif': '500094853', 'description': 'SYSMEX PORTUGAL, S.A.', 'id': 1944}, {'nif': '508531535', 'description': 'Z-MED - Equipamentos Médicos e Hospitalares, Lda', 'id': 1209013}, {'nif': '507958861', 'description': 'Frilabo II,Ldª.', 'id': 8896}, {'nif': '501411852', 'description': 'PVL Produtos para Laboratório, Lda', 'id': 5645}, {'nif': '509014208', 'description': 'Scansci Lda.', 'id': 246026}, {'nif': '515958069', 'description': 'Chemicalnor - Consumíveis e Equipamento, Lda.', 'id': 3770627}, {'nif': '501399224', 'description': 'JOSÉ MANUEL GOMES DOS SANTOS, LDA.', 'id': 712}, {'nif': '509880509', 'description': 'NORLEQ – Equipamentos e Serviços, Lda', 'id': 324595}, {'nif': '503019461', 'description': 'Sarstedt - Tecnologia de Laboratório, S.A.', 'id': 1994}, {'nif': '510662625', 'description': 'Enzymatic, S.A.', 'id': 477989}, {'nif': '500203130', 'description': 'Normax - Fábrica de Vidros Científicos, Lda.', 'id': 7331}, {'nif': '500070040', 'description': 'CONCESSUS ', 'id': 6625}, {'nif': '503842770', 'description': 'VWR', 'id': 716}, {'nif': '507485149', 'description': 'Labor Spirit, Lda', 'id': 70755}, {'nif': '515422150', 'description': 'ALLTEK SCIENTIFIC - EQUIPAMENTOS E PRODUTOS PARA LIFE SCIENCE LDA', 'id': 3565627}, {'nif': '503531588', 'description': 'Lusopalex - Produtos de Saude Unipessoal Lda', 'id': 20077}, {'nif': '503406694', 'description': 'Iberlab - Soluções para Laboratórios, Lda.', 'id': 7804}, {'nif': '503387398', 'description': 'Alfagene, Novas Tecnologias Ciências da Vida, LDA', 'id': 617}, {'nif': '500399670', 'description': 'QUILABAN QUIMICA LAB ANALITICA', 'id': 2008}];Principal;Medicamentos vários;456.7 € ;False;False;;;True;;Código dos Contratos Públicos ( DL 111-B/2017 );30 dias;False;Portugal;False;33690000-3;False;Artigo 95.º, n.º 1, a), contrato de locação ou de aquisição de bens móveis ou de aquisição de serviços cujo preço contratual não excede 10.000,00 € e para Região Autónoma da Madeira um coeficiente de 1,45 €;;False;Aquisição de bens móveis;Aquisição de reagentes, consumíveis e equipamentos de laboratório para a Escola Superior de Saúde do Instituto Politécnico do Porto (P.PORTO).;503606251;Instituto Politécnico do Porto;1946;500094853;SYSMEX PORTUGAL, S.A.;1944;
13;Ajuste Direto Regime Geral;05-03-2026;False;AQUISIÇÃO DE SERVIÇOS DE TRANSPORTE DE OBRAS DE ARTE DE PAULA REGO PARA EXPOSIÇÃO NAS GALERIAS DO FÓRUM DA MAIA;5.980,00 €;05-03-2026;13857793;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[];[];;;;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTA1ODg0MQ;False;ausência de recursos próprios;-1;[{'nif': '507449185', 'description': 'Iterartis - Serviços para Museus e Transportes de Arte Lda.', 'id': 2128}];Principal;Serviços de transporte de encomendas;5980.0 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;92 dias;False;Portugal;False;60161000-4;False;Artigo 95.º, n.º 1, a), contrato de locação ou de aquisição de bens móveis ou de aquisição de serviços cujo preço contratual não excede 10.000,00 € e para Região Autónoma da Madeira um coeficiente de 1,45 €;;False;Aquisição de serviços;AQUISIÇÃO DE SERVIÇOS DE TRANSPORTE DE OBRAS DE ARTE DE PAULA REGO PARA EXPOSIÇÃO NAS GALERIAS DO FÓRUM DA MAIA;505387131;Município da Maia;175;507449185;Iterartis - Serviços para Museus e Transportes de Arte Lda.;2128;
14;Concurso público;05-03-2026;False;Aquisição de reagentes, consumíveis e equipamentos de laboratório para a Escola Superior de Saúde do Instituto Politécnico do Porto (P.PORTO).;251,23 €;23-02-2026;13857791;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[];[];;;;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/OTkyMzAy;False;Não aplicável;428124;[{'nif': '514159219', 'description': 'BPMR - Production and Development', 'id': 1850278}, {'nif': '507958861', 'description': 'Frilabo II,Ldª.', 'id': 8896}, {'nif': '503406694', 'description': 'Iberlab - Soluções para Laboratórios, Lda.', 'id': 7804}, {'nif': '500094853', 'description': 'SYSMEX PORTUGAL, S.A.', 'id': 1944}, {'nif': '503531588', 'description': 'Lusopalex - Produtos de Saude Unipessoal Lda', 'id': 20077}, {'nif': '508531535', 'description': 'Z-MED - Equipamentos Médicos e Hospitalares, Lda', 'id': 1209013}, {'nif': '503636975', 'description': 'ENZIFARMA, S.A.', 'id': 3409}, {'nif': '500070040', 'description': 'CONCESSUS ', 'id': 6625}, {'nif': '510662625', 'description': 'Enzymatic, S.A.', 'id': 477989}, {'nif': '509014208', 'description': 'Scansci Lda.', 'id': 246026}, {'nif': '509880509', 'description': 'NORLEQ – Equipamentos e Serviços, Lda', 'id': 324595}, {'nif': '503387398', 'description': 'Alfagene, Novas Tecnologias Ciências da Vida, LDA', 'id': 617}, {'nif': '515958069', 'description': 'Chemicalnor - Consumíveis e Equipamento, Lda.', 'id': 3770627}, {'nif': '501411852', 'description': 'PVL Produtos para Laboratório, Lda', 'id': 5645}, {'nif': '507485149', 'description': 'Labor Spirit, Lda', 'id': 70755}, {'nif': '500399670', 'description': 'QUILABAN QUIMICA LAB ANALITICA', 'id': 2008}, {'nif': '503019461', 'description': 'Sarstedt - Tecnologia de Laboratório, S.A.', 'id': 1994}, {'nif': '501399224', 'description': 'JOSÉ MANUEL GOMES DOS SANTOS, LDA.', 'id': 712}, {'nif': '503842770', 'description': 'VWR', 'id': 716}, {'nif': '500203130', 'description': 'Normax - Fábrica de Vidros Científicos, Lda.', 'id': 7331}, {'nif': '515422150', 'description': 'ALLTEK SCIENTIFIC - EQUIPAMENTOS E PRODUTOS PARA LIFE SCIENCE LDA', 'id': 3565627}];Principal;Instrumentos diversos de avaliação ou ensaio;251.23 € ;False;False;;;True;;Código dos Contratos Públicos ( DL 111-B/2017 );30 dias;False;Portugal;False;38900000-4;False;Artigo 95.º, n.º 1, a), contrato de locação ou de aquisição de bens móveis ou de aquisição de serviços cujo preço contratual não excede 10.000,00 € e para Região Autónoma da Madeira um coeficiente de 1,45 €;;False;Aquisição de bens móveis;Aquisição de reagentes, consumíveis e equipamentos de laboratório para a Escola Superior de Saúde do Instituto Politécnico do Porto (P.PORTO).;503606251;Instituto Politécnico do Porto;1946;503019461;Sarstedt - Tecnologia de Laboratório, S.A.;1994;
15;Concurso público;05-03-2026;False;Aquisição de reagentes, consumíveis e equipamentos de laboratório para a Escola Superior de Saúde do Instituto Politécnico do Porto (P.PORTO).;3.456,20 €;23-02-2026;13857790;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[];[];;;;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/OTkyMzAy;False;Não aplicável;428124;[{'nif': '503019461', 'description': 'Sarstedt - Tecnologia de Laboratório, S.A.', 'id': 1994}, {'nif': '503531588', 'description': 'Lusopalex - Produtos de Saude Unipessoal Lda', 'id': 20077}, {'nif': '503406694', 'description': 'Iberlab - Soluções para Laboratórios, Lda.', 'id': 7804}, {'nif': '501411852', 'description': 'PVL Produtos para Laboratório, Lda', 'id': 5645}, {'nif': '509880509', 'description': 'NORLEQ – Equipamentos e Serviços, Lda', 'id': 324595}, {'nif': '503842770', 'description': 'VWR', 'id': 716}, {'nif': '507485149', 'description': 'Labor Spirit, Lda', 'id': 70755}, {'nif': '500203130', 'description': 'Normax - Fábrica de Vidros Científicos, Lda.', 'id': 7331}, {'nif': '500399670', 'description': 'QUILABAN QUIMICA LAB ANALITICA', 'id': 2008}, {'nif': '500094853', 'description': 'SYSMEX PORTUGAL, S.A.', 'id': 1944}, {'nif': '514159219', 'description': 'BPMR - Production and Development', 'id': 1850278}, {'nif': '503387398', 'description': 'Alfagene, Novas Tecnologias Ciências da Vida, LDA', 'id': 617}, {'nif': '510662625', 'description': 'Enzymatic, S.A.', 'id': 477989}, {'nif': '507958861', 'description': 'Frilabo II,Ldª.', 'id': 8896}, {'nif': '509014208', 'description': 'Scansci Lda.', 'id': 246026}, {'nif': '500070040', 'description': 'CONCESSUS ', 'id': 6625}, {'nif': '501399224', 'description': 'JOSÉ MANUEL GOMES DOS SANTOS, LDA.', 'id': 712}, {'nif': '508531535', 'description': 'Z-MED - Equipamentos Médicos e Hospitalares, Lda', 'id': 1209013}, {'nif': '503636975', 'description': 'ENZIFARMA, S.A.', 'id': 3409}, {'nif': '515422150', 'description': 'ALLTEK SCIENTIFIC - EQUIPAMENTOS E PRODUTOS PARA LIFE SCIENCE LDA', 'id': 3565627}, {'nif': '515958069', 'description': 'Chemicalnor - Consumíveis e Equipamento, Lda.', 'id': 3770627}];Suplementar | Suplementar | Principal | Suplementar;Instrumentos diversos de avaliação ou ensaio | Artigos de vidro para laboratório, higiene ou farmácia | Medicamentos vários | Aparelhos de detecção e análise;238.9 €  | 26.0 €  | 3008.1 €  | 183.2 € ;False;False;;;True;;Código dos Contratos Públicos ( DL 111-B/2017 );30 dias;False;Portugal;False;38900000-4 | 33790000-4 | 33690000-3 | 38430000-8;False;Artigo 95.º, n.º 1, a), contrato de locação ou de aquisição de bens móveis ou de aquisição de serviços cujo preço contratual não excede 10.000,00 € e para Região Autónoma da Madeira um coeficiente de 1,45 €;;False;Aquisição de bens móveis;Aquisição de reagentes, consumíveis e equipamentos de laboratório para a Escola Superior de Saúde do Instituto Politécnico do Porto (P.PORTO).;503606251;Instituto Politécnico do Porto;1946;507485149;Laborspirit Lda;70755;
16;Concurso público;05-03-2026;False;Aquisição de reagentes, consumíveis e equipamentos de laboratório para a Escola Superior de Saúde do Instituto Politécnico do Porto (P.PORTO).;1.096,00 €;23-02-2026;13857789;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[];[];;;;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/OTkyMzAy;False;Não aplicável;428124;[{'nif': '501399224', 'description': 'JOSÉ MANUEL GOMES DOS SANTOS, LDA.', 'id': 712}, {'nif': '507958861', 'description': 'Frilabo II,Ldª.', 'id': 8896}, {'nif': '500094853', 'description': 'SYSMEX PORTUGAL, S.A.', 'id': 1944}, {'nif': '503387398', 'description': 'Alfagene, Novas Tecnologias Ciências da Vida, LDA', 'id': 617}, {'nif': '508531535', 'description': 'Z-MED - Equipamentos Médicos e Hospitalares, Lda', 'id': 1209013}, {'nif': '501411852', 'description': 'PVL Produtos para Laboratório, Lda', 'id': 5645}, {'nif': '503406694', 'description': 'Iberlab - Soluções para Laboratórios, Lda.', 'id': 7804}, {'nif': '515422150', 'description': 'ALLTEK SCIENTIFIC - EQUIPAMENTOS E PRODUTOS PARA LIFE SCIENCE LDA', 'id': 3565627}, {'nif': '503531588', 'description': 'Lusopalex - Produtos de Saude Unipessoal Lda', 'id': 20077}, {'nif': '509014208', 'description': 'Scansci Lda.', 'id': 246026}, {'nif': '510662625', 'description': 'Enzymatic, S.A.', 'id': 477989}, {'nif': '503636975', 'description': 'ENZIFARMA, S.A.', 'id': 3409}, {'nif': '503019461', 'description': 'Sarstedt - Tecnologia de Laboratório, S.A.', 'id': 1994}, {'nif': '503842770', 'description': 'VWR', 'id': 716}, {'nif': '500203130', 'description': 'Normax - Fábrica de Vidros Científicos, Lda.', 'id': 7331}, {'nif': '509880509', 'description': 'NORLEQ – Equipamentos e Serviços, Lda', 'id': 324595}, {'nif': '514159219', 'description': 'BPMR - Production and Development', 'id': 1850278}, {'nif': '500399670', 'description': 'QUILABAN QUIMICA LAB ANALITICA', 'id': 2008}, {'nif': '515958069', 'description': 'Chemicalnor - Consumíveis e Equipamento, Lda.', 'id': 3770627}, {'nif': '500070040', 'description': 'CONCESSUS ', 'id': 6625}, {'nif': '507485149', 'description': 'Labor Spirit, Lda', 'id': 70755}];Principal;Aparelhos de detecção e análise;1096.0 € ;False;False;;;True;;Código dos Contratos Públicos ( DL 111-B/2017 );30 dias;False;Portugal;False;38430000-8;False;Artigo 95.º, n.º 1, a), contrato de locação ou de aquisição de bens móveis ou de aquisição de serviços cujo preço contratual não excede 10.000,00 € e para Região Autónoma da Madeira um coeficiente de 1,45 €;;False;Aquisição de bens móveis;Aquisição de reagentes, consumíveis e equipamentos de laboratório para a Escola Superior de Saúde do Instituto Politécnico do Porto (P.PORTO).;503606251;Instituto Politécnico do Porto;1946;509014208;Scansci - Equipamentos de laboratório Lda;246026;
17;Concurso público;05-03-2026;False;Aquisição de reagentes, consumíveis e equipamentos de laboratório para a Escola Superior de Saúde do Instituto Politécnico do Porto (P.PORTO).;238,00 €;23-02-2026;13857730;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[];[];;;;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/OTkyMzAy;False;Não aplicável;428124;[{'nif': '503636975', 'description': 'ENZIFARMA, S.A.', 'id': 3409}, {'nif': '503387398', 'description': 'Alfagene, Novas Tecnologias Ciências da Vida, LDA', 'id': 617}, {'nif': '507485149', 'description': 'Labor Spirit, Lda', 'id': 70755}, {'nif': '510662625', 'description': 'Enzymatic, S.A.', 'id': 477989}, {'nif': '500399670', 'description': 'QUILABAN QUIMICA LAB ANALITICA', 'id': 2008}, {'nif': '509880509', 'description': 'NORLEQ – Equipamentos e Serviços, Lda', 'id': 324595}, {'nif': '500070040', 'description': 'CONCESSUS ', 'id': 6625}, {'nif': '503019461', 'description': 'Sarstedt - Tecnologia de Laboratório, S.A.', 'id': 1994}, {'nif': '501399224', 'description': 'JOSÉ MANUEL GOMES DOS SANTOS, LDA.', 'id': 712}, {'nif': '515422150', 'description': 'ALLTEK SCIENTIFIC - EQUIPAMENTOS E PRODUTOS PARA LIFE SCIENCE LDA', 'id': 3565627}, {'nif': '503406694', 'description': 'Iberlab - Soluções para Laboratórios, Lda.', 'id': 7804}, {'nif': '514159219', 'description': 'BPMR - Production and Development', 'id': 1850278}, {'nif': '501411852', 'description': 'PVL Produtos para Laboratório, Lda', 'id': 5645}, {'nif': '508531535', 'description': 'Z-MED - Equipamentos Médicos e Hospitalares, Lda', 'id': 1209013}, {'nif': '503531588', 'description': 'Lusopalex - Produtos de Saude Unipessoal Lda', 'id': 20077}, {'nif': '515958069', 'description': 'Chemicalnor - Consumíveis e Equipamento, Lda.', 'id': 3770627}, {'nif': '509014208', 'description': 'Scansci Lda.', 'id': 246026}, {'nif': '507958861', 'description': 'Frilabo II,Ldª.', 'id': 8896}, {'nif': '503842770', 'description': 'VWR', 'id': 716}, {'nif': '500203130', 'description': 'Normax - Fábrica de Vidros Científicos, Lda.', 'id': 7331}, {'nif': '500094853', 'description': 'SYSMEX PORTUGAL, S.A.', 'id': 1944}];Suplementar | Principal;Instrumentos diversos de avaliação ou ensaio | Medicamentos vários;26.0 €  | 212.0 € ;False;False;;;True;;Código dos Contratos Públicos ( DL 111-B/2017 );30 dias;False;Portugal;False;38900000-4 | 33690000-3;False;Artigo 95.º, n.º 1, a), contrato de locação ou de aquisição de bens móveis ou de aquisição de serviços cujo preço contratual não excede 10.000,00 € e para Região Autónoma da Madeira um coeficiente de 1,45 €;;False;Aquisição de bens móveis;Aquisição de reagentes, consumíveis e equipamentos de laboratório para a Escola Superior de Saúde do Instituto Politécnico do Porto (P.PORTO).;503606251;Instituto Politécnico do Porto;1946;501411852;PVL- Produtos para Laboratório, Lda;5645;
18;Concurso público;05-03-2026;False;Aquisição de Equipamentos para a Residência de Estudantes dos Assentos no âmbito do Projeto PRR_PNAES_L5, constituído por 5 (cinco) Lotes;103.082,67 €;04-03-2026;13857566;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': 'Contrato_EXP_EREASP5L_Lote 2_signed_2.pdf', 'id': 2466690}];[];;;;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTAwOTI5MQ;False;Não aplicável;432809;[{'nif': '503630330', 'description': 'Worten', 'id': 17853}, {'nif': '500193100', 'description': 'Miele Portuguesa SA', 'id': 32904}, {'nif': '510585540', 'description': 'SEIVA INFINITY - MOBILIÁRIO & CONSTRUÇÃO, LDA', 'id': 410720}, {'nif': '502888539', 'description': 'Bricantel, Comércio de Material Electrico de Bragança, S.A.', 'id': 1151}, {'nif': '501771212', 'description': 'FRINOX - Frigoríficos e Equipamentos Hoteleiros, Lda.', 'id': 169175}, {'nif': '517105659', 'description': 'VNETO - Soluções, Lda.', 'id': 4614334}, {'nif': '507220951', 'description': 'FUN E FITNESS - COM ART DESPORTIVOS UNIP, LDA', 'id': 7089}, {'nif': '503653179', 'description': 'Nautilus, S.A.', 'id': 848}, {'nif': '514929170', 'description': 'Planeta Vertical, Lda.', 'id': 2886229}, {'nif': '505826801', 'description': 'EUROSAFE - Manufacturing of Military & Safety Uniforms, Unipessoal, Limitada', 'id': 10751}, {'nif': '510221440', 'description': 'TraçoInox - Equip. e Climatização, Lda.', 'id': 339681}, {'nif': '501140263', 'description': 'Julcar Mobiliário Integrado, S.A.', 'id': 14232}, {'nif': '502365889', 'description': 'FRISINDE - EQUIPAMENTOS INDUSTRIAIS, LDA', 'id': 116931}, {'nif': '500732680', 'description': 'ENERRE - Produções e representações', 'id': 105195}];Principal;Mobiliário diverso;103082.67 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;69 dias;False;Portugal, Portalegre, Portalegre;False;39151000-5;False;;;False;Aquisição de bens móveis;Aquisição de Equipamentos para a Residência de Estudantes dos Assentos no âmbito do Projeto PRR_PNAES_L5?, constituído por 5 (cinco) Lotes;600028348;Instituto Politécnico de Portalegre;42391;503653179;NAUTILUS, S.A.,;848;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466690&ext=.pdf
19;Concurso público;05-03-2026;False;Aquisição de reagentes, consumíveis e equipamentos de laboratório para a Escola Superior de Saúde do Instituto Politécnico do Porto (P.PORTO).;1.335,93 €;23-02-2026;13857557;Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[];[];;;;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/OTkyMzAy;False;Não aplicável;428124;[{'nif': '507485149', 'description': 'Labor Spirit, Lda', 'id': 70755}, {'nif': '500070040', 'description': 'CONCESSUS ', 'id': 6625}, {'nif': '515422150', 'description': 'ALLTEK SCIENTIFIC - EQUIPAMENTOS E PRODUTOS PARA LIFE SCIENCE LDA', 'id': 3565627}, {'nif': '501399224', 'description': 'JOSÉ MANUEL GOMES DOS SANTOS, LDA.', 'id': 712}, {'nif': '509880509', 'description': 'NORLEQ – Equipamentos e Serviços, Lda', 'id': 324595}, {'nif': '515958069', 'description': 'Chemicalnor - Consumíveis e Equipamento, Lda.', 'id': 3770627}, {'nif': '500094853', 'description': 'SYSMEX PORTUGAL, S.A.', 'id': 1944}, {'nif': '503019461', 'description': 'Sarstedt - Tecnologia de Laboratório, S.A.', 'id': 1994}, {'nif': '501411852', 'description': 'PVL Produtos para Laboratório, Lda', 'id': 5645}, {'nif': '500203130', 'description': 'Normax - Fábrica de Vidros Científicos, Lda.', 'id': 7331}, {'nif': '500399670', 'description': 'QUILABAN QUIMICA LAB ANALITICA', 'id': 2008}, {'nif': '514159219', 'description': 'BPMR - Production and Development', 'id': 1850278}, {'nif': '503406694', 'description': 'Iberlab - Soluções para Laboratórios, Lda.', 'id': 7804}, {'nif': '507958861', 'description': 'Frilabo II,Ldª.', 'id': 8896}, {'nif': '508531535', 'description': 'Z-MED - Equipamentos Médicos e Hospitalares, Lda', 'id': 1209013}, {'nif': '503636975', 'description': 'ENZIFARMA, S.A.', 'id': 3409}, {'nif': '503531588', 'description': 'Lusopalex - Produtos de Saude Unipessoal Lda', 'id': 20077}, {'nif': '510662625', 'description': 'Enzymatic, S.A.', 'id': 477989}, {'nif': '503387398', 'description': 'Alfagene, Novas Tecnologias Ciências da Vida, LDA', 'id': 617}, {'nif': '503842770', 'description': 'VWR', 'id': 716}, {'nif': '509014208', 'description': 'Scansci Lda.', 'id': 246026}];Suplementar | Principal;Instrumentos diversos de avaliação ou ensaio | Medicamentos vários;13.6 €  | 1322.33 € ;False;False;;;True;;Código dos Contratos Públicos ( DL 111-B/2017 );30 dias;False;Portugal;False;38900000-4 | 33690000-3;False;Artigo 95.º, n.º 1, a), contrato de locação ou de aquisição de bens móveis ou de aquisição de serviços cujo preço contratual não excede 10.000,00 € e para Região Autónoma da Madeira um coeficiente de 1,45 €;;False;Aquisição de bens móveis;Aquisição de reagentes, consumíveis e equipamentos de laboratório para a Escola Superior de Saúde do Instituto Politécnico do Porto (P.PORTO).;503606251;Instituto Politécnico do Porto;1946;515958069;Chemicalnor - Consumíveis e Equipamento de Laboratório, Lda.;3770627;
20;Ajuste Direto Regime Geral;05-03-2026;False;Obras de substituição de tetos falsos nas zonas comuns do Serviço de Hematologia da ULSSJOSÉ, EPE - HSAC;20.000,00 €;02-07-2025;13857417;Artigo 19.º, alínea d) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': 'Contrato n.º 476_2025.pdf', 'id': 2466689}];[];;;;;False;Não aplicável;-1;[];Principal;Obras de construção total ou parcial e de engenharia civil;20000.0 € ;False;False;;;True;;Código dos Contratos Públicos ( DL 111-B/2017 );15 dias;False;Portugal, Lisboa, Lisboa;False;45200000-9;False;;;False;Empreitadas de obras públicas;Obras de substituição de tetos falsos nas zonas comuns do Serviço de Hematologia da ULSSJOSÉ, EPE - HSAC;508080142;Unidade Local de Saúde de São José, EPE;41882;515820024;Divisoarte – Divisórias e Tetos Falsos, Lda;5559102;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466689&ext=.pdf
